trade_id,timestamp,symbol,direction,status,outcome,risk_tier,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,rejection_reason
114,2026-07-27 13:45:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.55,1.5,0.82,0.46,1.16,0.54,1.01,0.46,0.0,0.0,0.0,0.0,0.0,109.87,0.0,
115,2026-07-27 14:00:00+00:00,ETHUSDT,LONG,REJECTED,,,,,,,,,,,,,,,0.0,109.86977109187683,,High Risk + Low Quality + Low Profit
116,2026-07-27 14:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.14,1.5,0.21,0.87,1.76,1.04,1.56,0.87,0.0,0.0,0.0,0.0,0.0,109.87,0.0,
117,2026-07-27 14:15:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.14,1.5,0.21,0.58,0.93,0.7,0.81,0.58,0.0,0.0,0.0,0.0,0.0,109.87,0.0,
118,2026-07-27 14:15:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.14,1.5,0.21,0.71,1.5,0.97,1.43,0.71,0.0,0.0,0.0,0.0,0.0,109.87,0.0,
119,2026-07-27 14:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.14,1.5,0.21,1.05,1.31,1.36,1.28,1.05,0.0,0.0,0.0,0.0,0.0,109.87,0.0,
120,2026-07-27 14:15:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.55,1.5,0.82,3.51,1.05,4.72,0.99,3.51,0.03,0.0,0.0,0.0,0.03,109.9,0.0,
121,2026-07-27 17:45:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.55,3.8,2.06,0.42,0.8,0.09,0.41,7.0,0.14,0.0,0.0,0.0,0.14,110.04,0.0,
122,2026-07-27 19:15:00+00:00,ETHUSDT,LONG,REJECTED,,,,,,,,,,,,,,,0.0,110.04287237807905,,High Risk + Low Quality + Low Profit
123,2026-07-27 20:00:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,1.65,3.8,6.19,0.42,0.8,0.32,0.42,1.0,0.06,0.0,0.01,0.01,0.05,110.09,0.0,
124,2026-07-27 20:15:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.55,3.8,2.06,0.42,0.8,0.11,0.42,3.0,0.06,0.0,0.0,0.0,0.06,110.15,0.0,
125,2026-07-27 21:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.2,3.8,8.26,2.58,0.8,3.6,0.42,2.58,0.21,0.01,0.01,0.01,0.2,110.35,0.0,
126,2026-07-27 21:15:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.21,3.8,8.28,2.03,0.8,2.73,0.12,2.03,0.17,0.01,0.01,0.01,0.15,110.5,0.0,
127,2026-07-27 21:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.21,3.8,8.29,2.58,0.8,3.53,0.13,2.58,0.21,0.01,0.01,0.01,0.2,110.7,0.0,
128,2026-07-27 22:00:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.21,3.8,8.3,2.58,0.8,3.72,0.18,2.58,0.21,0.01,0.01,0.01,0.2,110.9,0.0,
129,2026-07-28 06:15:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.55,3.8,2.08,0.42,0.8,0.23,0.18,3.0,0.06,0.0,0.0,0.0,0.06,110.96,0.0,
130,2026-07-28 06:30:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.55,3.8,2.08,0.42,0.8,0.16,0.28,2.0,0.04,0.0,0.0,0.0,0.04,111.0,0.0,
131,2026-07-28 06:45:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.55,3.8,2.08,0.42,0.8,0.14,0.53,1.0,0.02,0.0,0.0,0.0,0.02,111.01,0.0,
132,2026-07-28 08:00:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.08,0.42,0.8,0.0,0.25,1.0,0.02,0.0,0.0,0.0,0.02,111.03,0.0,
133,2026-07-28 08:15:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.08,0.42,0.8,0.06,0.23,2.0,0.04,0.0,0.0,0.0,0.04,111.07,0.0,
134,2026-07-28 08:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.08,0.42,0.8,0.05,0.24,1.0,0.02,0.0,0.0,0.0,0.02,111.09,0.0,
135,2026-07-28 09:00:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.08,0.42,0.8,0.12,0.12,0.0,0.0,0.0,0.0,0.0,-0.0,111.08,0.0,
136,2026-07-28 09:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.08,0.42,0.8,0.07,0.21,0.0,0.0,0.0,0.0,0.0,-0.0,111.08,0.01,
137,2026-07-28 09:15:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.08,0.42,0.8,0.05,0.14,1.0,0.02,0.0,0.0,0.0,0.02,111.1,0.0,
138,2026-07-28 09:15:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.08,0.42,0.8,0.11,0.31,0.0,0.0,0.0,0.0,0.0,-0.0,111.09,0.0,
139,2026-07-28 09:30:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.22,3.8,8.33,0.48,0.8,0.56,0.57,0.48,0.04,0.01,0.01,0.01,0.02,111.12,0.0,
140,2026-07-28 09:30:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.08,0.42,0.8,0.04,0.26,1.0,0.02,0.0,0.0,0.0,0.02,111.13,0.0,
141,2026-07-28 09:30:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.08,0.42,0.8,0.1,0.24,0.0,0.0,0.0,0.0,0.0,-0.0,111.13,0.0,
142,2026-07-28 09:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.08,0.42,0.8,0.16,0.31,2.0,0.04,0.0,0.0,0.0,0.04,111.17,0.0,
143,2026-07-28 09:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.56,1.5,0.83,1.05,1.31,1.3,1.18,1.05,0.01,0.0,0.0,0.0,0.01,111.17,0.0,
144,2026-07-28 09:45:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,1.98,3.8,7.43,0.42,0.8,0.51,0.27,0.43,0.03,0.01,0.01,0.01,0.02,111.19,0.0,
145,2026-07-28 12:45:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.08,0.42,0.8,0.07,0.38,1.0,0.02,0.0,0.0,0.0,0.02,111.21,0.0,
146,2026-07-28 12:45:00+00:00,SOLUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.09,0.42,0.8,0.1,0.53,0.0,0.0,0.0,0.0,0.0,-0.0,111.21,0.0,
147,2026-07-28 12:45:00+00:00,ETHUSDT,LONG,REJECTED,,,,,,,,,,,,,,,0.0,111.20651529087252,,High Risk + Low Quality + Low Profit
148,2026-07-28 13:15:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.5,1.5,0.74,0.71,1.16,0.89,1.01,0.71,0.01,0.0,0.0,0.0,0.0,111.21,0.0,
149,2026-07-28 13:15:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.56,1.5,0.83,0.71,1.16,0.9,1.07,0.71,0.01,0.0,0.0,0.0,0.0,111.21,0.0,
150,2026-07-28 13:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.56,1.5,0.83,0.71,1.16,0.92,1.03,0.71,0.01,0.0,0.0,0.0,0.0,111.22,0.0,
151,2026-07-28 14:45:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.22,3.8,8.34,1.53,0.8,2.16,0.24,1.53,0.13,0.01,0.01,0.02,0.11,111.33,0.0,
152,2026-07-28 15:00:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.23,3.8,8.35,0.99,0.8,1.22,0.52,0.99,0.08,0.01,0.01,0.02,0.07,111.4,0.0,
153,2026-07-28 15:00:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.23,3.8,8.35,0.99,0.8,1.17,0.32,0.99,0.08,0.01,0.01,0.02,0.07,111.47,0.0,
154,2026-07-28 15:15:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.14,1.5,0.21,0.67,1.16,0.85,1.06,0.67,0.0,0.0,0.0,0.0,0.0,111.47,0.0,
155,2026-07-28 15:15:00+00:00,BTCUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,0.56,3.8,2.09,0.46,0.8,0.54,0.6,0.46,0.01,0.0,0.0,0.0,0.01,111.47,0.0,
156,2026-07-28 18:30:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.09,0.42,0.8,0.11,0.24,1.0,0.02,0.0,0.0,0.0,0.02,111.49,0.0,
157,2026-07-28 19:15:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.23,3.8,8.36,2.53,0.8,3.26,0.17,2.53,0.21,0.01,0.01,0.02,0.2,111.69,0.0,
158,2026-07-28 22:30:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.23,3.8,8.38,1.05,0.8,1.41,0.58,1.05,0.09,0.01,0.01,0.02,0.07,111.76,0.0,
159,2026-07-28 22:45:00+00:00,DOGEUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,111.75985708829482,,High Risk + Low Quality + Low Profit
160,2026-07-28 23:00:00+00:00,ETHUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,111.75985708829482,,High Risk + Low Quality + Low Profit
161,2026-07-28 23:00:00+00:00,BTCUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,111.75985708829482,,High Risk + Low Quality + Low Profit
162,2026-07-28 23:45:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.1,0.42,0.8,0.33,0.63,1.0,0.02,0.0,0.0,0.0,0.02,111.78,0.0,
163,2026-07-29 00:00:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.1,0.42,0.8,0.28,0.51,0.0,0.0,0.0,0.0,0.0,-0.0,111.77,0.0,
164,2026-07-29 00:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,HIGH_RISK,0.42,1.5,0.63,0.42,0.94,0.34,0.83,0.0,0.0,0.0,0.0,0.0,-0.0,111.77,0.0,
165,2026-07-29 01:00:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.24,3.8,8.38,1.05,0.8,1.36,0.48,1.05,0.09,0.01,0.01,0.02,0.07,111.84,0.0,
166,2026-07-29 01:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.1,0.42,0.8,0.07,0.5,1.0,0.02,0.0,0.0,0.0,0.02,111.86,0.0,
167,2026-07-29 01:45:00+00:00,DOGEUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,111.86188619575262,,High Risk + Low Quality + Low Profit
168,2026-07-29 02:15:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.1,0.42,0.8,0.17,0.53,1.0,0.02,0.0,0.0,0.0,0.02,111.88,0.0,
169,2026-07-29 02:30:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.1,0.42,0.8,0.17,0.44,0.0,0.0,0.0,0.0,0.0,-0.0,111.88,0.0,
170,2026-07-29 03:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,1.99,3.8,7.48,0.71,0.8,0.88,0.52,0.71,0.05,0.01,0.01,0.01,0.04,111.92,0.0,
171,2026-07-29 03:30:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.1,0.42,0.8,0.28,0.38,2.0,0.04,0.0,0.0,0.0,0.04,111.95,0.0,
172,2026-07-29 05:00:00+00:00,BTCUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.24,3.8,8.4,0.99,0.8,1.17,0.17,0.99,0.08,0.01,0.01,0.02,0.07,112.02,0.0,
173,2026-07-29 05:45:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.24,3.8,8.4,0.55,0.8,0.69,0.19,0.55,0.05,0.01,0.01,0.02,0.03,112.05,0.0,
174,2026-07-29 05:45:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.24,3.8,8.4,0.67,0.8,0.88,0.2,0.67,0.06,0.01,0.01,0.02,0.04,112.09,0.0,
175,2026-07-29 06:15:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.1,0.42,0.8,0.28,0.62,7.0,0.15,0.0,0.0,0.0,0.14,112.24,0.0,
176,2026-07-29 10:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.24,3.8,8.42,0.58,0.8,0.82,0.26,0.58,0.05,0.01,0.01,0.02,0.03,112.27,0.0,
177,2026-07-29 11:15:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.25,3.8,8.42,1.05,0.8,1.38,0.18,1.05,0.09,0.01,0.01,0.02,0.07,112.34,0.0,
178,2026-07-29 11:30:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.25,3.8,8.43,1.3,0.8,1.67,0.17,1.3,0.11,0.01,0.01,0.02,0.09,112.44,0.0,
179,2026-07-29 12:00:00+00:00,SOLUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.25,3.8,8.43,0.87,0.8,1.19,0.23,0.87,0.07,0.01,0.01,0.02,0.06,112.5,0.0,
180,2026-07-29 12:30:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,1.69,3.8,6.33,0.42,0.8,0.3,0.52,3.0,0.19,0.01,0.01,0.01,0.18,112.67,0.0,
181,2026-07-29 13:45:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.11,0.42,0.8,0.0,0.66,1.0,0.02,0.0,0.0,0.0,0.02,112.69,0.0,
182,2026-07-29 14:00:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,MEDIUM_RISK,0.85,3.0,2.54,0.71,0.8,1.0,0.71,0.71,0.02,0.0,0.0,0.0,0.01,112.71,0.0,
183,2026-07-29 17:45:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.14,1.5,0.21,0.82,1.77,1.02,1.69,0.82,0.0,0.0,0.0,0.0,0.0,112.71,0.0,
184,2026-07-29 17:45:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.5,1.5,0.76,0.82,1.77,0.99,1.58,0.82,0.01,0.0,0.0,0.0,0.0,112.71,0.0,
185,2026-07-29 17:45:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.14,1.5,0.21,0.67,1.77,0.8,1.64,0.67,0.0,0.0,0.0,0.0,0.0,112.71,0.0,
186,2026-07-29 17:45:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.5,1.5,0.76,0.55,1.51,0.75,1.33,0.55,0.0,0.0,0.0,0.0,0.0,112.72,0.0,
187,2026-07-29 18:30:00+00:00,BTCUSDT,LONG,REJECTED,,,,,,,,,,,,,,,0.0,112.71510007907935,,High Risk + Low Quality + Low Profit
188,2026-07-29 19:30:00+00:00,BTCUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.25,3.8,8.45,0.71,0.8,0.95,0.4,0.71,0.06,0.01,0.01,0.02,0.05,112.76,0.0,
189,2026-07-29 19:45:00+00:00,ETHUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.14,1.5,0.21,0.71,1.31,0.88,1.22,0.71,0.0,0.0,0.0,0.0,0.0,112.76,0.0,
190,2026-07-29 19:45:00+00:00,SOLUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,112.76137148858882,,High Risk + Low Quality + Low Profit
191,2026-07-29 19:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.56,1.5,0.85,1.05,0.84,1.28,0.77,1.05,0.01,0.0,0.0,0.0,0.01,112.77,0.0,
192,2026-07-29 20:00:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.5,1.5,0.75,0.48,1.16,0.61,1.01,0.48,0.0,0.0,0.0,0.0,0.0,112.77,0.0,
193,2026-07-29 22:15:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.14,1.5,0.21,0.55,0.85,0.68,0.76,0.55,0.0,0.0,0.0,0.0,0.0,112.77,0.0,
194,2026-07-29 22:15:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,HIGH_RISK,0.14,1.5,0.21,0.55,0.85,0.7,0.76,0.55,0.0,0.0,0.0,0.0,0.0,112.77,0.0,
195,2026-07-29 22:30:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.11,0.42,0.8,0.12,0.39,0.0,0.0,0.0,0.0,0.0,-0.0,112.77,0.0,
196,2026-07-29 22:30:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.11,0.42,0.8,0.17,0.64,7.0,0.15,0.0,0.0,0.0,0.14,112.91,0.0,
197,2026-07-29 23:00:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.12,0.42,0.8,0.03,0.48,0.0,0.0,0.0,0.0,0.0,-0.0,112.91,0.0,
198,2026-07-29 23:15:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.26,3.8,8.47,0.67,0.8,0.84,0.38,0.67,0.06,0.01,0.01,0.02,0.04,112.95,0.0,
199,2026-07-30 00:00:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.12,0.42,0.8,0.17,0.53,1.0,0.02,0.0,0.0,0.0,0.02,112.97,0.0,
200,2026-07-30 00:30:00+00:00,XRPUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,112.96807063543785,,High Risk + Low Quality + Low Profit
201,2026-07-30 00:45:00+00:00,BTCUSDT,SHORT,REJECTED,,,,,,,,,,,,,,,0.0,112.96807063543785,,High Risk + Low Quality + Low Profit
202,2026-07-30 01:45:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.12,0.42,0.8,0.26,0.5,0.0,0.0,0.0,0.0,0.0,-0.0,112.96,0.0,
203,2026-07-30 01:45:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.56,3.8,2.12,0.42,0.8,0.23,0.51,2.0,0.04,0.0,0.0,0.0,0.04,113.0,0.0,
204,2026-07-30 04:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.26,3.8,8.48,0.48,0.8,0.66,0.2,0.48,0.04,0.01,0.01,0.02,0.03,113.03,0.0,
205,2026-07-30 04:30:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,MEDIUM_RISK,0.28,3.0,0.85,0.42,0.8,0.29,0.67,9.0,0.08,0.0,0.0,0.0,0.07,113.1,0.0,
206,2026-07-30 04:30:00+00:00,SOLUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.12,0.42,0.8,0.39,0.37,14.0,0.3,0.0,0.0,0.0,0.29,113.4,0.0,
207,2026-07-30 04:45:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.13,0.42,0.8,0.17,0.28,1.0,0.02,0.0,0.0,0.0,0.02,113.41,0.0,
208,2026-07-30 05:00:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.13,0.42,0.8,0.1,0.58,1.0,0.02,0.0,0.0,0.0,0.02,113.43,0.0,
209,2026-07-30 05:30:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.13,0.42,0.8,0.07,0.46,1.0,0.02,0.0,0.0,0.0,0.02,113.45,0.0,
210,2026-07-30 06:45:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.13,0.42,0.8,0.14,0.32,0.0,0.0,0.0,0.0,0.0,-0.0,113.44,0.0,
211,2026-07-30 07:00:00+00:00,XRPUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.27,3.8,8.51,1.22,0.8,1.72,0.27,1.22,0.1,0.01,0.01,0.02,0.09,113.53,0.0,
212,2026-07-30 08:15:00+00:00,BTCUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.27,3.8,8.51,0.99,0.8,1.41,0.45,0.99,0.08,0.01,0.01,0.02,0.07,113.6,0.0,
213,2026-07-30 08:15:00+00:00,ETHUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.27,3.8,8.52,0.99,0.8,1.18,0.56,0.99,0.08,0.01,0.01,0.02,0.07,113.67,0.0,
214,2026-07-30 08:45:00+00:00,SOLUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.27,3.8,8.53,1.22,0.8,1.59,0.12,1.22,0.1,0.01,0.01,0.02,0.09,113.76,0.0,
215,2026-07-30 09:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.13,0.42,0.8,0.24,0.58,4.0,0.09,0.0,0.0,0.0,0.08,113.84,0.0,
216,2026-07-30 11:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.13,0.42,0.8,0.24,0.57,0.0,0.0,0.0,0.0,0.0,-0.0,113.84,0.0,
217,2026-07-30 12:00:00+00:00,DOGEUSDT,LONG,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.04,3.8,7.65,0.82,0.8,1.0,0.58,0.82,0.06,0.01,0.01,0.01,0.05,113.89,0.0,
218,2026-07-30 15:00:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.14,0.42,0.8,0.12,0.47,0.0,0.0,0.0,0.0,0.0,-0.0,113.88,0.0,
219,2026-07-30 17:30:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.14,0.42,0.8,0.1,0.32,0.0,0.0,0.0,0.0,0.0,-0.0,113.88,0.01,
220,2026-07-30 18:30:00+00:00,ETHUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.14,0.42,0.8,0.2,0.56,1.0,0.02,0.0,0.0,0.0,0.02,113.9,0.0,
221,2026-07-30 18:45:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.14,0.42,0.8,0.02,0.31,0.0,0.0,0.0,0.0,0.0,-0.0,113.89,0.0,
222,2026-07-30 19:00:00+00:00,XRPUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.14,0.42,0.8,0.13,0.44,0.0,0.0,0.0,0.0,0.0,-0.0,113.89,0.01,
223,2026-07-30 19:15:00+00:00,ETHUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.14,0.42,0.8,0.15,0.48,0.0,0.0,0.0,0.0,0.0,-0.0,113.88,0.01,
224,2026-07-30 19:15:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.14,0.42,0.8,0.07,0.19,3.0,0.06,0.0,0.0,0.0,0.06,113.94,0.0,
225,2026-07-30 19:45:00+00:00,XRPUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.14,0.42,0.8,0.22,0.34,1.0,0.02,0.0,0.0,0.0,0.02,113.96,0.0,
226,2026-07-30 20:15:00+00:00,BTCUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.14,0.42,0.8,0.05,0.13,1.0,0.02,0.0,0.0,0.0,0.02,113.98,0.0,
227,2026-07-30 20:15:00+00:00,XRPUSDT,SHORT,EXECUTED,TAKE_PROFIT_HIT,LOW_RISK,2.28,3.8,8.55,2.03,0.8,2.68,0.35,2.03,0.17,0.01,0.01,0.02,0.16,114.14,0.0,
228,2026-07-30 20:30:00+00:00,BTCUSDT,LONG,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.14,0.42,0.8,0.02,0.18,1.0,0.02,0.0,0.0,0.0,0.02,114.16,0.0,
229,2026-07-30 20:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,TIME_CLOSE_EXIT,LOW_RISK,0.57,3.8,2.14,0.42,0.8,0.23,0.48,5.0,0.11,0.0,0.0,0.0,0.1,114.26,0.0,
